chr	start	end	id	variable
Ha412HOChr17	13812722	13819460	Ha412HOChr17g0811531	MAR_e
Ha412HOChr17	13878444	13890490	Ha412HOChr17g0811571	MAR_e
Ha412HOChr17	20746327	20747777	Ha412HOChr17g0814851	MAR_e
Ha412HOChr17	20746508	20747854	Ha412HOChr17g0814861	MAR_e
Ha412HOChr17	21397008	21404713	Ha412HOChr17g0815181	MAR_e
Ha412HOChr17	21597807	21606266	Ha412HOChr17g0815301	MAR_e
Ha412HOChr02	146558759	146561148	Ha412HOChr02g0078391	RH_e
Ha412HOChr02	146633069	146637040	Ha412HOChr02g0078411	RH_e
Ha412HOChr06	122780674	122784970	Ha412HOChr06g0280231	RH_e
Ha412HOChr06	122873091	122874554	Ha412HOChr06g0280251	RH_e
Ha412HOChr11	118364700	118379836	Ha412HOChr11g0509281	RH_e
Ha412HOChr15	27140888	27147929	Ha412HOChr15g0706141	RH_e
Ha412HOChr15	27158783	27162920	Ha412HOChr15g0706151	RH_e
Ha412HOChr17	138396493	138397764	Ha412HOChr17g0842431	RH_e
