chr	pos	LG	cM
Ha412HOChr04	168000001	04	53.28
Ha412HOChr04	169000001	04	53.35
Ha412HOChr04	170000001	04	53.5
Ha412HOChr04	171000001	04	53.51
Ha412HOChr04	172000001	04	53.51
Ha412HOChr04	173000001	04	53.51
Ha412HOChr04	174000001	04	53.51
Ha412HOChr04	175000001	04	53.51
Ha412HOChr04	176000001	04	53.54
Ha412HOChr04	177000001	04	53.77
Ha412HOChr04	178000001	04	53.96
Ha412HOChr04	179000001	04	53.99
Ha412HOChr04	180000001	04	54
Ha412HOChr04	181000001	04	54.07
Ha412HOChr04	182000001	04	54.28
Ha412HOChr04	183000001	04	54.67
Ha412HOChr04	184000001	04	55.22
Ha412HOChr04	185000001	04	55.81
Ha412HOChr04	186000001	04	56.31
Ha412HOChr04	187000001	04	56.68
Ha412HOChr04	188000001	04	56.96
Ha412HOChr04	189000001	04	57.17
Ha412HOChr04	190000001	04	57.41
Ha412HOChr04	191000001	04	57.86
Ha412HOChr04	192000001	04	58.24
Ha412HOChr04	193000001	04	58.31
Ha412HOChr04	194000001	04	58.31
Ha412HOChr04	195000001	04	58.31
Ha412HOChr04	196000001	04	58.43
Ha412HOChr04	197000001	04	59.23
Ha412HOChr04	198000001	04	60.07
Ha412HOChr04	199000001	04	60.63
Ha412HOChr04	200000001	04	61.03
Ha412HOChr04	201000001	04	61.24
Ha412HOChr04	202000001	04	61.4
Ha412HOChr04	203000001	04	61.89
Ha412HOChr04	204000001	04	62.59
Ha412HOChr04	205000001	04	62.88
Ha412HOChr04	206000001	04	63.01
Ha412HOChr04	207000001	04	63.55
Ha412HOChr04	208000001	04	64.52
Ha412HOChr04	209000001	04	65.35
Ha412HOChr04	210000001	04	65.61
Ha412HOChr04	211000001	04	66.02
Ha412HOChr04	212000001	04	67.18
Ha412HOChr04	213000001	04	69.09
Ha412HOChr04	214000001	04	72.08
Ha412HOChr04	215000001	04	75.37
Ha412HOChr04	216000001	04	79.32
Ha412HOChr04	217000001	04	83.38
Ha412HOChr04	218000001	04	87.58
Ha412HOChr04	219000001	04	92.02
Ha412HOChr04	220000001	04	95.49
Ha412HOChr04	221000001	04	97.03
Ha412HOChr04	221926752	04	98.07
Ha412HOChr05	1	05	0.01
Ha412HOChr05	1000001	05	1.08
Ha412HOChr05	2000001	05	4.25
Ha412HOChr05	3000001	05	7.77
Ha412HOChr05	4000001	05	11.9
Ha412HOChr05	5000001	05	16.83
Ha412HOChr05	6000001	05	22.08
Ha412HOChr05	7000001	05	26.68
Ha412HOChr05	8000001	05	30.1
Ha412HOChr05	9000001	05	32.33
Ha412HOChr05	10000001	05	33.89
Ha412HOChr05	11000001	05	35.79
Ha412HOChr05	12000001	05	38.21
Ha412HOChr05	13000001	05	40.84
Ha412HOChr05	14000001	05	43.02
Ha412HOChr05	15000001	05	44.38
Ha412HOChr05	16000001	05	44.97
Ha412HOChr05	17000001	05	45.22
Ha412HOChr05	18000001	05	45.62
Ha412HOChr05	19000001	05	46.24
Ha412HOChr05	20000001	05	46.94
Ha412HOChr05	21000001	05	47.71
Ha412HOChr05	22000001	05	48.5
Ha412HOChr05	23000001	05	49.02
Ha412HOChr05	24000001	05	49.39
Ha412HOChr05	25000001	05	49.88
Ha412HOChr05	26000001	05	50.34
Ha412HOChr05	27000001	05	50.55
Ha412HOChr05	28000001	05	50.57
Ha412HOChr05	29000001	05	50.57
Ha412HOChr05	30000001	05	50.57
Ha412HOChr05	31000001	05	50.57
Ha412HOChr05	32000001	05	50.57
Ha412HOChr05	33000001	05	50.57
Ha412HOChr05	34000001	05	50.57
Ha412HOChr05	35000001	05	50.57
Ha412HOChr05	36000001	05	50.57
Ha412HOChr05	37000001	05	50.57
Ha412HOChr05	38000001	05	50.57
Ha412HOChr05	39000001	05	50.57
Ha412HOChr05	40000001	05	50.57
Ha412HOChr05	41000001	05	50.57
Ha412HOChr05	42000001	05	50.57
Ha412HOChr05	43000001	05	50.57
Ha412HOChr05	44000001	05	50.57
Ha412HOChr05	45000001	05	50.57
Ha412HOChr05	46000001	05	50.57
Ha412HOChr05	47000001	05	50.57
Ha412HOChr05	48000001	05	50.57
Ha412HOChr05	49000001	05	50.57
Ha412HOChr05	50000001	05	50.57
Ha412HOChr05	51000001	05	50.57
Ha412HOChr05	52000001	05	50.57
Ha412HOChr05	53000001	05	50.57
Ha412HOChr05	54000001	05	50.57
Ha412HOChr05	55000001	05	50.57
Ha412HOChr05	56000001	05	50.57
Ha412HOChr05	57000001	05	50.57
Ha412HOChr05	58000001	05	50.57
Ha412HOChr05	59000001	05	50.57
Ha412HOChr05	60000001	05	50.57
Ha412HOChr05	61000001	05	50.57
Ha412HOChr05	62000001	05	50.57
Ha412HOChr05	63000001	05	50.57
Ha412HOChr05	64000001	05	50.57
Ha412HOChr05	65000001	05	50.57
Ha412HOChr05	66000001	05	50.57
Ha412HOChr05	67000001	05	50.57
Ha412HOChr05	68000001	05	50.57
Ha412HOChr05	69000001	05	50.57
Ha412HOChr05	70000001	05	50.57
Ha412HOChr05	71000001	05	50.57
Ha412HOChr05	72000001	05	50.57
Ha412HOChr05	73000001	05	50.57
Ha412HOChr05	74000001	05	50.57
Ha412HOChr05	75000001	05	50.57
Ha412HOChr05	76000001	05	50.57
Ha412HOChr05	77000001	05	50.57
Ha412HOChr05	78000001	05	50.57
Ha412HOChr05	79000001	05	50.57
Ha412HOChr05	80000001	05	50.57
Ha412HOChr05	81000001	05	50.57
Ha412HOChr05	82000001	05	50.57
Ha412HOChr05	83000001	05	50.57
Ha412HOChr05	84000001	05	50.57
Ha412HOChr05	85000001	05	50.57
Ha412HOChr05	86000001	05	50.57
Ha412HOChr05	87000001	05	50.57
Ha412HOChr05	88000001	05	50.57
Ha412HOChr05	89000001	05	50.57
Ha412HOChr05	90000001	05	50.57
Ha412HOChr05	91000001	05	50.57
Ha412HOChr05	92000001	05	50.57
Ha412HOChr05	93000001	05	50.57
Ha412HOChr05	94000001	05	50.57
Ha412HOChr05	95000001	05	50.57
Ha412HOChr05	96000001	05	50.57
Ha412HOChr05	97000001	05	50.57
Ha412HOChr05	98000001	05	50.57
Ha412HOChr05	99000001	05	50.57
Ha412HOChr05	100000001	05	50.57
Ha412HOChr05	101000001	05	50.65
Ha412HOChr05	102000001	05	50.73
Ha412HOChr05	103000001	05	50.83
Ha412HOChr05	104000001	05	50.92
Ha412HOChr05	105000001	05	51
Ha412HOChr05	106000001	05	51.05
Ha412HOChr05	107000001	05	51.08
Ha412HOChr05	108000001	05	51.09
Ha412HOChr05	109000001	05	51.1
Ha412HOChr05	110000001	05	51.1
Ha412HOChr05	111000001	05	51.1
Ha412HOChr05	112000001	05	51.1
Ha412HOChr05	113000001	05	51.1
Ha412HOChr05	114000001	05	51.1
Ha412HOChr05	115000001	05	51.1
Ha412HOChr05	116000001	05	51.1
Ha412HOChr05	117000001	05	51.1
Ha412HOChr05	118000001	05	51.1
Ha412HOChr05	119000001	05	51.1
Ha412HOChr05	120000001	05	51.1
Ha412HOChr05	121000001	05	51.1
Ha412HOChr05	122000001	05	51.1
Ha412HOChr05	123000001	05	51.1
Ha412HOChr05	124000001	05	51.21
Ha412HOChr05	125000001	05	51.44
Ha412HOChr05	126000001	05	51.71
Ha412HOChr05	127000001	05	51.99
Ha412HOChr05	128000001	05	52.25
Ha412HOChr05	129000001	05	52.49
Ha412HOChr05	130000001	05	52.68
Ha412HOChr05	131000001	05	52.82
Ha412HOChr05	132000001	05	52.9
Ha412HOChr05	133000001	05	52.9
Ha412HOChr05	134000001	05	52.91
Ha412HOChr05	135000001	05	53
Ha412HOChr05	136000001	05	53.22
Ha412HOChr05	137000001	05	53.56
Ha412HOChr05	138000001	05	53.85
Ha412HOChr05	139000001	05	54.03
Ha412HOChr05	140000001	05	54.18
Ha412HOChr05	141000001	05	54.35
Ha412HOChr05	142000001	05	54.52
Ha412HOChr05	143000001	05	54.74
Ha412HOChr05	144000001	05	55.1
Ha412HOChr05	145000001	05	55.54
Ha412HOChr05	146000001	05	55.96
Ha412HOChr05	147000001	05	56.3
Ha412HOChr05	148000001	05	56.46
Ha412HOChr05	149000001	05	56.51
Ha412HOChr05	150000001	05	56.54
Ha412HOChr05	151000001	05	56.54
Ha412HOChr05	152000001	05	56.54
Ha412HOChr05	153000001	05	56.54
Ha412HOChr05	154000001	05	56.54
Ha412HOChr05	155000001	05	56.54
Ha412HOChr05	156000001	05	56.54
Ha412HOChr05	157000001	05	56.54
Ha412HOChr05	158000001	05	56.54
Ha412HOChr05	159000001	05	56.54
Ha412HOChr05	160000001	05	56.54
Ha412HOChr05	161000001	05	56.54
Ha412HOChr05	162000001	05	56.54
Ha412HOChr05	163000001	05	56.54
Ha412HOChr05	164000001	05	56.54
Ha412HOChr05	165000001	05	56.54
Ha412HOChr05	166000001	05	56.54
Ha412HOChr05	167000001	05	56.54
Ha412HOChr05	168000001	05	56.54
Ha412HOChr05	169000001	05	56.54
Ha412HOChr05	170000001	05	56.54
Ha412HOChr05	171000001	05	56.54
Ha412HOChr05	172000001	05	56.54
Ha412HOChr05	173000001	05	56.54
Ha412HOChr05	174000001	05	56.54
Ha412HOChr05	175000001	05	56.54
Ha412HOChr05	176000001	05	56.54
Ha412HOChr05	177000001	05	56.54
Ha412HOChr05	178000001	05	57.15
Ha412HOChr05	179000001	05	58.5
Ha412HOChr05	180000001	05	60.87
Ha412HOChr05	181000001	05	64.06
Ha412HOChr05	182000001	05	67.4
Ha412HOChr05	183000001	05	70.69
Ha412HOChr05	184000001	05	74.48
Ha412HOChr05	185000001	05	79.1
Ha412HOChr05	186000001	05	84.24
Ha412HOChr05	187000001	05	89.52
Ha412HOChr05	187413619	05	91.7
Ha412HOChr06	1	06	0.01
Ha412HOChr06	1000001	06	0.83
Ha412HOChr06	2000001	06	3.64
Ha412HOChr06	3000001	06	5.55
Ha412HOChr06	4000001	06	9.11
Ha412HOChr06	5000001	06	11.79
Ha412HOChr06	6000001	06	14.07
Ha412HOChr06	7000001	06	14.93
Ha412HOChr06	8000001	06	15.42
Ha412HOChr06	9000001	06	16.44
Ha412HOChr06	10000001	06	18.19
Ha412HOChr06	11000001	06	19.99
Ha412HOChr06	12000001	06	22.62
Ha412HOChr06	13000001	06	24.34
Ha412HOChr06	14000001	06	24.7
Ha412HOChr06	15000001	06	27.17
Ha412HOChr06	16000001	06	30.04
Ha412HOChr06	17000001	06	30.62
Ha412HOChr06	18000001	06	31.15
Ha412HOChr06	19000001	06	31.99
Ha412HOChr06	20000001	06	31.99
Ha412HOChr06	21000001	06	31.99
Ha412HOChr06	22000001	06	31.99
Ha412HOChr06	23000001	06	32.95
Ha412HOChr06	24000001	06	33.81
Ha412HOChr06	25000001	06	34.11
Ha412HOChr06	26000001	06	34.14
Ha412HOChr06	27000001	06	34.14
Ha412HOChr06	28000001	06	34.62
Ha412HOChr06	29000001	06	34.77
Ha412HOChr06	30000001	06	35.22
Ha412HOChr06	31000001	06	35.64
Ha412HOChr06	32000001	06	36.15
Ha412HOChr06	33000001	06	36.57
Ha412HOChr06	34000001	06	36.91
Ha412HOChr06	35000001	06	37.17
Ha412HOChr06	36000001	06	37.38
Ha412HOChr06	37000001	06	37.74
Ha412HOChr06	38000001	06	38.52
Ha412HOChr06	39000001	06	39.16
Ha412HOChr06	40000001	06	39.6
Ha412HOChr06	41000001	06	39.8
Ha412HOChr06	42000001	06	39.8
Ha412HOChr06	43000001	06	39.8
Ha412HOChr06	44000001	06	39.8
Ha412HOChr06	45000001	06	39.9
Ha412HOChr06	46000001	06	41.51
Ha412HOChr06	47000001	06	42.5
Ha412HOChr06	48000001	06	43.34
Ha412HOChr06	49000001	06	44.07
Ha412HOChr06	50000001	06	44.08
Ha412HOChr06	51000001	06	44.26
Ha412HOChr06	52000001	06	44.61
Ha412HOChr06	53000001	06	44.61
Ha412HOChr06	54000001	06	44.61
Ha412HOChr06	55000001	06	44.76
Ha412HOChr06	56000001	06	45.32
Ha412HOChr06	57000001	06	46.15
Ha412HOChr06	58000001	06	46.72
Ha412HOChr06	59000001	06	46.72
Ha412HOChr06	60000001	06	46.72
Ha412HOChr06	61000001	06	46.72
Ha412HOChr06	62000001	06	46.72
Ha412HOChr06	63000001	06	46.82
Ha412HOChr06	64000001	06	47.05
Ha412HOChr06	65000001	06	47.36
Ha412HOChr06	66000001	06	47.75
Ha412HOChr06	67000001	06	48.22
Ha412HOChr06	68000001	06	48.77
Ha412HOChr06	69000001	06	49.42
Ha412HOChr06	70000001	06	50.15
Ha412HOChr06	71000001	06	50.98
Ha412HOChr06	72000001	06	51.9
Ha412HOChr06	73000001	06	52.78
Ha412HOChr06	74000001	06	53.08
Ha412HOChr06	75000001	06	53.08
Ha412HOChr06	76000001	06	53.09
Ha412HOChr06	77000001	06	53.79
Ha412HOChr06	78000001	06	54.33
Ha412HOChr06	79000001	06	54.39
Ha412HOChr06	80000001	06	54.39
Ha412HOChr06	81000001	06	54.39
Ha412HOChr06	82000001	06	54.66
Ha412HOChr06	83000001	06	54.79
Ha412HOChr06	84000001	06	54.85
Ha412HOChr06	85000001	06	54.89
Ha412HOChr06	86000001	06	54.9
Ha412HOChr06	87000001	06	54.9
Ha412HOChr06	88000001	06	54.9
Ha412HOChr06	89000001	06	54.9
Ha412HOChr06	90000001	06	54.9
Ha412HOChr06	91000001	06	54.9
Ha412HOChr06	92000001	06	54.9
Ha412HOChr06	93000001	06	54.9
Ha412HOChr06	94000001	06	54.96
Ha412HOChr06	95000001	06	55.06
Ha412HOChr06	96000001	06	55.18
Ha412HOChr06	97000001	06	55.32
Ha412HOChr06	98000001	06	55.48
Ha412HOChr06	99000001	06	55.67
Ha412HOChr06	100000001	06	55.86
Ha412HOChr06	101000001	06	56.06
Ha412HOChr06	102000001	06	56.26
Ha412HOChr06	103000001	06	56.47
Ha412HOChr06	104000001	06	56.67
Ha412HOChr06	105000001	06	56.87
Ha412HOChr06	106000001	06	57.05
Ha412HOChr06	107000001	06	57.22
Ha412HOChr06	108000001	06	57.37
Ha412HOChr06	109000001	06	57.49
Ha412HOChr06	110000001	06	57.59
Ha412HOChr06	111000001	06	57.66
Ha412HOChr06	112000001	06	57.69
Ha412HOChr06	113000001	06	57.69
Ha412HOChr06	114000001	06	57.69
Ha412HOChr06	115000001	06	57.69
Ha412HOChr06	116000001	06	57.69
Ha412HOChr06	117000001	06	57.69
Ha412HOChr06	118000001	06	57.69
Ha412HOChr06	119000001	06	57.69
Ha412HOChr06	120000001	06	57.69
Ha412HOChr06	121000001	06	57.69
Ha412HOChr06	122000001	06	57.69
Ha412HOChr06	123000001	06	57.69
Ha412HOChr06	124000001	06	57.69
Ha412HOChr06	125000001	06	57.69
Ha412HOChr06	126000001	06	57.69
Ha412HOChr06	127000001	06	57.69
Ha412HOChr06	128000001	06	57.69
Ha412HOChr06	129000001	06	57.69
Ha412HOChr06	130000001	06	57.69
Ha412HOChr06	131000001	06	57.69
Ha412HOChr06	132000001	06	57.69
Ha412HOChr06	133000001	06	57.69
Ha412HOChr06	134000001	06	57.69
Ha412HOChr06	135000001	06	57.69
Ha412HOChr06	136000001	06	57.69
Ha412HOChr06	137000001	06	57.69
Ha412HOChr06	138000001	06	57.69
Ha412HOChr06	139000001	06	57.69
Ha412HOChr06	140000001	06	58.07
Ha412HOChr06	141000001	06	58.38
Ha412HOChr06	142000001	06	58.59
Ha412HOChr06	143000001	06	58.69
Ha412HOChr06	144000001	06	58.69
Ha412HOChr06	145000001	06	58.69
Ha412HOChr06	146000001	06	58.69
Ha412HOChr06	147000001	06	58.69
Ha412HOChr06	148000001	06	58.78
Ha412HOChr06	149000001	06	59.04
Ha412HOChr06	150000001	06	59.04
Ha412HOChr06	151000001	06	59.04
Ha412HOChr06	152000001	06	59.04
Ha412HOChr06	153000001	06	59.4
Ha412HOChr06	154000001	06	59.71
Ha412HOChr06	155000001	06	59.71
Ha412HOChr06	156000001	06	59.71
Ha412HOChr06	157000001	06	59.71
Ha412HOChr06	157516673	06	59.71
Ha412HOChr07	1	07	0.01
Ha412HOChr07	1000001	07	0.47
Ha412HOChr07	2000001	07	0.95
Ha412HOChr07	3000001	07	1.26
Ha412HOChr07	4000001	07	3.1
Ha412HOChr07	5000001	07	6.1
Ha412HOChr07	6000001	07	6.58
Ha412HOChr07	7000001	07	7.53
Ha412HOChr07	8000001	07	7.84
Ha412HOChr07	9000001	07	8.49
Ha412HOChr07	10000001	07	8.63
Ha412HOChr07	11000001	07	8.63
Ha412HOChr07	12000001	07	8.63
Ha412HOChr07	13000001	07	8.63
Ha412HOChr07	14000001	07	8.63
Ha412HOChr07	15000001	07	8.67
Ha412HOChr07	16000001	07	9.04
Ha412HOChr07	17000001	07	9.15
Ha412HOChr07	18000001	07	9.21
Ha412HOChr07	19000001	07	9.21
Ha412HOChr07	20000001	07	9.21
Ha412HOChr07	21000001	07	9.21
Ha412HOChr07	22000001	07	9.67
Ha412HOChr07	23000001	07	9.67
Ha412HOChr07	24000001	07	9.67
Ha412HOChr07	25000001	07	9.67
Ha412HOChr07	26000001	07	9.69
Ha412HOChr07	27000001	07	9.72
Ha412HOChr07	28000001	07	9.74
Ha412HOChr07	29000001	07	9.74
Ha412HOChr07	30000001	07	9.74
Ha412HOChr07	31000001	07	9.74
Ha412HOChr07	32000001	07	9.74
Ha412HOChr07	33000001	07	9.74
Ha412HOChr07	34000001	07	9.74
Ha412HOChr07	35000001	07	9.74
Ha412HOChr07	36000001	07	9.74
Ha412HOChr07	37000001	07	9.74
Ha412HOChr07	38000001	07	9.74
Ha412HOChr07	39000001	07	9.77
Ha412HOChr07	40000001	07	9.8
Ha412HOChr07	41000001	07	9.83
Ha412HOChr07	42000001	07	9.84
Ha412HOChr07	43000001	07	9.84
Ha412HOChr07	44000001	07	9.84
Ha412HOChr07	45000001	07	9.84
Ha412HOChr07	46000001	07	9.84
Ha412HOChr07	47000001	07	9.84
Ha412HOChr07	48000001	07	9.84
Ha412HOChr07	49000001	07	9.84
Ha412HOChr07	50000001	07	9.84
Ha412HOChr07	51000001	07	9.84
Ha412HOChr07	52000001	07	9.84
Ha412HOChr07	53000001	07	9.84
Ha412HOChr07	54000001	07	9.84
Ha412HOChr07	55000001	07	9.84
Ha412HOChr07	56000001	07	9.84
Ha412HOChr07	57000001	07	9.84
Ha412HOChr07	58000001	07	9.84
Ha412HOChr07	59000001	07	9.84
Ha412HOChr07	60000001	07	9.84
Ha412HOChr07	61000001	07	9.84
Ha412HOChr07	62000001	07	9.84
Ha412HOChr07	63000001	07	9.84
Ha412HOChr07	64000001	07	9.84
Ha412HOChr07	65000001	07	9.84
Ha412HOChr07	66000001	07	9.84
Ha412HOChr07	67000001	07	9.84
Ha412HOChr07	68000001	07	9.84
Ha412HOChr07	69000001	07	9.84
Ha412HOChr07	70000001	07	9.84
Ha412HOChr07	71000001	07	9.84
Ha412HOChr07	72000001	07	9.84
Ha412HOChr07	73000001	07	9.87
Ha412HOChr07	74000001	07	9.98
Ha412HOChr07	75000001	07	10.09
Ha412HOChr07	76000001	07	10.17
Ha412HOChr07	77000001	07	10.19
Ha412HOChr07	78000001	07	10.19
Ha412HOChr07	79000001	07	10.19
Ha412HOChr07	80000001	07	10.19
Ha412HOChr07	81000001	07	10.19
Ha412HOChr07	82000001	07	10.19
Ha412HOChr07	83000001	07	10.19
Ha412HOChr07	84000001	07	10.19
Ha412HOChr07	85000001	07	10.19
Ha412HOChr07	86000001	07	10.19
Ha412HOChr07	87000001	07	10.19
Ha412HOChr07	88000001	07	10.19
Ha412HOChr07	89000001	07	10.19
Ha412HOChr07	90000001	07	10.19
Ha412HOChr07	91000001	07	10.19
Ha412HOChr07	92000001	07	10.19
Ha412HOChr07	93000001	07	10.19
Ha412HOChr07	94000001	07	10.19
Ha412HOChr07	95000001	07	10.19
Ha412HOChr07	96000001	07	10.19
Ha412HOChr07	97000001	07	10.19
Ha412HOChr07	98000001	07	10.19
Ha412HOChr07	99000001	07	10.19
Ha412HOChr07	100000001	07	10.19
Ha412HOChr07	101000001	07	10.19
Ha412HOChr07	102000001	07	10.49
Ha412HOChr07	103000001	07	10.89
Ha412HOChr07	104000001	07	10.89
Ha412HOChr07	105000001	07	10.89
Ha412HOChr07	106000001	07	10.89
Ha412HOChr07	107000001	07	10.89
Ha412HOChr07	108000001	07	10.89
Ha412HOChr07	109000001	07	10.89
Ha412HOChr07	110000001	07	10.89
Ha412HOChr07	111000001	07	10.89
Ha412HOChr07	112000001	07	10.89
Ha412HOChr07	113000001	07	10.89
Ha412HOChr07	114000001	07	10.89
Ha412HOChr07	115000001	07	10.89
Ha412HOChr07	116000001	07	10.89
Ha412HOChr07	117000001	07	10.89
Ha412HOChr07	118000001	07	10.89
Ha412HOChr07	119000001	07	10.89
Ha412HOChr07	120000001	07	10.89
Ha412HOChr07	121000001	07	10.89
Ha412HOChr07	122000001	07	10.89
Ha412HOChr07	123000001	07	11.06
Ha412HOChr07	124000001	07	11.41
Ha412HOChr07	125000001	07	11.7
Ha412HOChr07	126000001	07	11.9
Ha412HOChr07	127000001	07	12.08
Ha412HOChr07	128000001	07	12.26
Ha412HOChr07	129000001	07	12.77
Ha412HOChr07	130000001	07	14.03
Ha412HOChr07	131000001	07	14.03
Ha412HOChr07	132000001	07	14.28
Ha412HOChr07	133000001	07	15.13
Ha412HOChr07	134000001	07	15.13
Ha412HOChr07	135000001	07	15.13
Ha412HOChr07	136000001	07	15.13
Ha412HOChr07	137000001	07	15.13
Ha412HOChr07	138000001	07	15.14
Ha412HOChr07	139000001	07	15.83
Ha412HOChr07	140000001	07	16.11
Ha412HOChr07	141000001	07	16.66
Ha412HOChr07	142000001	07	18.54
Ha412HOChr07	143000001	07	19.24
Ha412HOChr07	144000001	07	20.37
Ha412HOChr07	145000001	07	20.67
Ha412HOChr07	146000001	07	20.67
Ha412HOChr07	147000001	07	20.88
Ha412HOChr07	148000001	07	22.01
Ha412HOChr07	149000001	07	23.51
Ha412HOChr07	150000001	07	23.67
Ha412HOChr07	151000001	07	26.68
Ha412HOChr07	152000001	07	31.47
Ha412HOChr07	153000001	07	34.17
Ha412HOChr07	154000001	07	35.52
Ha412HOChr07	155000001	07	38.88
Ha412HOChr07	156000001	07	42.92
Ha412HOChr07	157000001	07	46.51
Ha412HOChr07	158000001	07	48.92
Ha412HOChr07	159000001	07	50.57
Ha412HOChr07	160000001	07	53.11
Ha412HOChr07	161000001	07	54.15
Ha412HOChr07	162000001	07	54.6
Ha412HOChr07	162054088	07	54.62
Ha412HOChr08	1	08	0.01
Ha412HOChr08	1000001	08	2.25
Ha412HOChr08	2000001	08	6.55
Ha412HOChr08	3000001	08	9.43
Ha412HOChr08	4000001	08	10.82
Ha412HOChr08	5000001	08	12.13
Ha412HOChr08	6000001	08	13.88
Ha412HOChr08	7000001	08	14.75
Ha412HOChr08	8000001	08	15.82
Ha412HOChr08	9000001	08	16.98
Ha412HOChr08	10000001	08	17.46
Ha412HOChr08	11000001	08	18.87
Ha412HOChr08	12000001	08	20.45
Ha412HOChr08	13000001	08	21.88
Ha412HOChr08	14000001	08	23.06
Ha412HOChr08	15000001	08	24.1
Ha412HOChr08	16000001	08	25.2
Ha412HOChr08	17000001	08	26.08
Ha412HOChr08	18000001	08	26.38
Ha412HOChr08	19000001	08	27.23
Ha412HOChr08	20000001	08	28.72
Ha412HOChr08	21000001	08	30.31
Ha412HOChr08	22000001	08	31.44
Ha412HOChr08	23000001	08	31.87
Ha412HOChr08	24000001	08	32.61
Ha412HOChr08	25000001	08	34.09
Ha412HOChr08	26000001	08	35.79
Ha412HOChr08	27000001	08	37.3
Ha412HOChr08	28000001	08	38.13
Ha412HOChr08	29000001	08	38.55
Ha412HOChr08	30000001	08	38.75
Ha412HOChr08	31000001	08	39.03
Ha412HOChr08	32000001	08	39.34
Ha412HOChr08	33000001	08	39.7
Ha412HOChr08	34000001	08	40.1
Ha412HOChr08	35000001	08	40.56
Ha412HOChr08	36000001	08	41.07
Ha412HOChr08	37000001	08	41.64
Ha412HOChr08	38000001	08	42.41
Ha412HOChr08	39000001	08	42.98
Ha412HOChr08	40000001	08	43.05
Ha412HOChr08	41000001	08	43.05
Ha412HOChr08	42000001	08	43.05
Ha412HOChr08	43000001	08	43.06
Ha412HOChr08	44000001	08	43.62
Ha412HOChr08	45000001	08	44.33
Ha412HOChr08	46000001	08	44.57
Ha412HOChr08	47000001	08	44.59
Ha412HOChr08	48000001	08	44.74
Ha412HOChr08	49000001	08	45.1
Ha412HOChr08	50000001	08	45.57
Ha412HOChr08	51000001	08	46.07
Ha412HOChr08	52000001	08	46.49
Ha412HOChr08	53000001	08	46.93
Ha412HOChr08	54000001	08	47.4
Ha412HOChr08	55000001	08	47.59
Ha412HOChr08	56000001	08	47.6
Ha412HOChr08	57000001	08	47.6
Ha412HOChr08	58000001	08	47.6
Ha412HOChr08	59000001	08	47.6
Ha412HOChr08	60000001	08	47.6
Ha412HOChr08	61000001	08	47.76
Ha412HOChr08	62000001	08	48.05
Ha412HOChr08	63000001	08	48.41
Ha412HOChr08	64000001	08	48.66
Ha412HOChr08	65000001	08	48.68
Ha412HOChr08	66000001	08	48.69
Ha412HOChr08	67000001	08	48.71
Ha412HOChr08	68000001	08	48.77
Ha412HOChr08	69000001	08	48.89
Ha412HOChr08	70000001	08	49.07
Ha412HOChr08	71000001	08	49.33
Ha412HOChr08	72000001	08	49.69
Ha412HOChr08	73000001	08	50.08
Ha412HOChr08	74000001	08	50.28
Ha412HOChr08	75000001	08	50.28
Ha412HOChr08	76000001	08	50.28
Ha412HOChr08	77000001	08	50.28
Ha412HOChr08	78000001	08	50.28
Ha412HOChr08	79000001	08	50.28
Ha412HOChr08	80000001	08	50.28
Ha412HOChr08	81000001	08	50.28
Ha412HOChr08	82000001	08	50.28
Ha412HOChr08	83000001	08	50.28
Ha412HOChr08	84000001	08	50.47
Ha412HOChr08	85000001	08	50.78
Ha412HOChr08	86000001	08	51.1
Ha412HOChr08	87000001	08	51.53
Ha412HOChr08	88000001	08	52.55
Ha412HOChr08	89000001	08	53.41
Ha412HOChr08	90000001	08	53.92
Ha412HOChr08	91000001	08	55.03
Ha412HOChr08	92000001	08	55.92
Ha412HOChr08	93000001	08	56.21
Ha412HOChr08	94000001	08	56.21
Ha412HOChr08	95000001	08	56.21
Ha412HOChr08	96000001	08	56.31
Ha412HOChr08	97000001	08	56.64
Ha412HOChr08	98000001	08	56.88
Ha412HOChr08	99000001	08	57.14
Ha412HOChr08	100000001	08	57.23
Ha412HOChr08	101000001	08	57.23
Ha412HOChr08	102000001	08	57.56
Ha412HOChr08	103000001	08	58.66
Ha412HOChr08	104000001	08	59.2
Ha412HOChr08	105000001	08	59.31
Ha412HOChr08	106000001	08	59.31
Ha412HOChr08	107000001	08	59.31
Ha412HOChr08	108000001	08	59.37
Ha412HOChr08	109000001	08	59.55
Ha412HOChr08	110000001	08	59.66
Ha412HOChr08	111000001	08	59.86
Ha412HOChr08	112000001	08	60.48
Ha412HOChr08	113000001	08	61.44
Ha412HOChr08	114000001	08	62.53
Ha412HOChr08	115000001	08	63.45
Ha412HOChr08	116000001	08	64.11
Ha412HOChr08	117000001	08	64.59
Ha412HOChr08	118000001	08	65.04
Ha412HOChr08	119000001	08	65.73
Ha412HOChr08	120000001	08	66.31
Ha412HOChr08	121000001	08	66.7
Ha412HOChr08	122000001	08	66.96
Ha412HOChr08	123000001	08	67.12
Ha412HOChr08	124000001	08	67.19
Ha412HOChr08	125000001	08	67.22
Ha412HOChr08	126000001	08	67.22
Ha412HOChr08	127000001	08	67.22
Ha412HOChr08	128000001	08	67.22
Ha412HOChr08	129000001	08	67.22
Ha412HOChr08	130000001	08	67.22
Ha412HOChr08	131000001	08	67.22
Ha412HOChr08	132000001	08	67.22
