Scaffold ID, scaffold position, LG, genetic position
Ha412HOChr15,3628952,15,12.78
Ha412HOChr06,7436318,6,22.61
Ha412HOChr15,878695,15,0.00
Ha412HOChr16,52466416,16,47.07
Ha412HOChr07,155472595,7,53.08
Ha412HOChr01,52228939,1,11.47
Ha412HOChr14,157231797,14,29.60
Ha412HOChr07,154300412,7,48.82
Ha412HOChr12,3922727,12,28.18
Ha412HOChr08,9626388,8,25.88
Ha412HOChr02,27707573,2,20.97
Ha412HOChr07,3573124,7,2.08
Ha412HOChr06,20022112,6,49.69
Ha412HOChr03,175365322,3,74.38
Ha412HOChr12,44018764,14,2.95
Ha412HOChr09,144325414,9,39.10
Ha412HOChr02,180313701,2,55.48
Ha412HOChr09,132083884,9,31.45
Ha412HOChr04,206890138,4,59.20
Ha412HOChr15,179304051,15,76.78
Ha412HOChr11,161426599,15,26.32
Ha412HOChr08,21831427,8,34.62
Ha412HOChr02,15603953,2,11.69
Ha412HOChr10,190030761,10,85.52
Ha412HOChr16,191513374,16,64.87
Ha412HOChr11,10108159,11,27.96
Ha412HOChr01,140268763,1,41.61
Ha412HOChr08,87521207,8,51.66
Ha412HOChr13,129689454,13,47.18
Ha412HOChr03,10484526,15,26.32
Ha412HOChr11,4960120,11,14.74
Ha412HOChr17,188496900,3,49.58
Ha412HOChr15,119128771,9,31.45
Ha412HOChr15,9478831,15,26.32
Ha412HOChr05,3734117,5,7.10
Ha412HOChr12,60333482,12,50.13
Ha412HOChr09,6651663,9,4.59
Ha412HOChr10,4879603,10,9.61
Ha412HOChr04,216012608,9,34.29
Ha412HOChr08,96744047,8,56.68
Ha412HOChr16,9330635,16,28.51
Ha412HOChr10,11873824,10,21.52
Ha412HOChr08,22070904,8,34.62
Ha412HOChr10,19336494,10,26.32
Ha412HOChr10,20163534,10,26.32
Ha412HOChr03,169055409,3,74.38
Ha412HOChr10,25206991,10,32.00
Ha412HOChr03,16974314,3,19.66
Ha412HOChr16,205791947,16,79.18
Ha412HOChr04,169621157,4,44.89
Ha412HOChr02,16665227,2,13.32
Ha412HOChr12,61307656,12,50.46
Ha412HOChr08,91522469,8,54.50
Ha412HOChr05,4305734,5,7.54
Ha412HOChr12,60474717,12,50.13
Ha412HOChr12,18599916,12,38.44
Ha412HOChr14,185451775,14,66.08
Ha412HOChr11,9478012,11,25.99
Ha412HOChr15,185082311,15,84.97
Ha412HOChr06,69735073,6,65.53
Ha412HOChr12,7753349,12,15.51
Ha412HOChr02,171673974,15,76.56
Ha412HOChr09,26455329,9,19.22
Ha412HOChr03,108575002,3,29.71
Ha412HOChr16,130736512,16,51.77
Ha412HOChr14,146299348,14,25.12
Ha412HOChr05,33508875,5,31.78
Ha412HOChr04,185336554,4,47.84
Ha412HOChr13,158386534,13,53.95
Ha412HOChr12,8889593,12,6.12
Ha412HOChr07,147629871,14,27.96
Ha412HOChr04,169237773,4,44.89
Ha412HOChr14,141536000,14,23.04
Ha412HOChr04,183855377,4,46.31
Ha412HOChr07,160305535,7,69.79
Ha412HOChr12,21738888,12,40.74
Ha412HOChr14,144002262,14,24.68
Ha412HOChr13,174508642,13,94.25
Ha412HOChr05,186539869,5,92.18
Ha412HOChr04,218129819,4,96.00
Ha412HOChr06,54809560,6,63.24
Ha412HOChr04,20138637,4,31.78
Ha412HOChr09,168182459,9,46.74
Ha412HOChr14,124537342,10,18.02
Ha412HOChr15,10741075,15,30.25
Ha412HOChr05,181159999,5,69.03
Ha412HOChr01,136402387,1,37.46
Ha412HOChr01,79304699,1,37.46
Ha412HOChr12,92870724,10,18.24
Ha412HOChr04,16218705,4,26.76
Ha412HOChr07,154624427,7,49.26
Ha412HOChr09,142748141,9,38.12
Ha412HOChr01,60631767,1,14.74
Ha412HOChr12,56830329,12,48.82
Ha412HOChr11,10441216,11,29.27
Ha412HOChr08,37047651,8,41.83
Ha412HOChr08,122954877,8,62.91
Ha412HOChr07,137810956,7,18.46
Ha412HOChr01,116735317,1,30.58
Ha412HOChr15,8042724,15,24.57
Ha412HOChr04,21434502,4,32.22
Ha412HOChr16,4397243,16,8.08
Ha412HOChr10,866703,10,0.44
Ha412HOChr10,189315875,10,81.69
Ha412HOChr05,173356122,10,2.73
Ha412HOChr08,123725806,8,64.00
Ha412HOChr05,156440772,10,2.73
Ha412HOChr12,59680348,12,49.37
Ha412HOChr03,157190088,3,70.23
Ha412HOChr03,114967416,3,33.31
Ha412HOChr13,89999160,13,30.36
Ha412HOChr07,151194961,1,35.50
Ha412HOChr02,130692501,2,25.45
Ha412HOChr16,191522467,16,64.87
Ha412HOChr16,196328786,16,63.46
Ha412HOChr12,9834533,12,1.75
Ha412HOChr15,17876937,15,38.23
Ha412HOChr12,17561513,12,37.90
Ha412HOChr07,22126846,7,9.83
Ha412HOChr12,16910312,17,60.83
Ha412HOChr05,185462754,5,83.88
Ha412HOChr12,10554138,12,0.22
Ha412HOChr15,118181788,15,68.92
Ha412HOChr03,161846513,3,74.16
Ha412HOChr13,94041521,13,35.06
Ha412HOChr10,14628095,10,25.23
Ha412HOChr15,10814526,15,30.25
Ha412HOChr10,12715420,10,22.83
Ha412HOChr09,140840255,9,37.13
Ha412HOChr01,112992508,1,29.71
Ha412HOChr03,3868055,3,6.44
Ha412HOChr08,91382628,8,54.50
Ha412HOChr13,157140224,13,53.73
Ha412HOChr06,38415890,6,59.85
Ha412HOChr08,225642,8,0.00
Ha412HOChr04,1334443,4,7.43
Ha412HOChr12,3648391,12,30.69
Ha412HOChr10,18794355,10,26.32
Ha412HOChr15,160386061,15,76.34
Ha412HOChr12,35232933,12,45.22
Ha412HOChr07,151961516,7,37.90
Ha412HOChr03,173247085,3,74.38
Ha412HOChr13,165480238,13,70.55
Ha412HOChr09,171313027,9,47.95
Ha412HOChr09,136372327,9,34.29
Ha412HOChr13,26029873,13,6.66
Ha412HOChr01,133763825,3,53.73
Ha412HOChr06,8164969,17,23.81
Ha412HOChr06,3539562,6,11.80
Ha412HOChr15,24570048,15,38.88
Ha412HOChr07,3548787,7,2.08
Ha412HOChr14,184153120,12,41.39
Ha412HOChr05,166403640,5,44.23
Ha412HOChr10,174806994,10,47.29
Ha412HOChr04,193955243,4,50.68
Ha412HOChr03,3545487,3,5.68
Ha412HOChr15,168487517,15,76.34
Ha412HOChr09,41429287,9,20.21
Ha412HOChr01,135251467,1,36.92
Ha412HOChr13,95893070,13,37.13
Ha412HOChr03,109994707,3,30.47
Ha412HOChr01,12595127,1,10.38
Ha412HOChr07,4197765,7,3.93
Ha412HOChr03,12055971,3,17.04
Ha412HOChr12,48547342,12,48.38
Ha412HOChr11,9673888,11,25.99
Ha412HOChr01,60489510,1,14.31
Ha412HOChr08,74340447,8,48.71
Ha412HOChr13,86958114,13,26.54
Ha412HOChr16,180272304,16,63.89
Ha412HOChr16,112155507,16,48.06
Ha412HOChr04,197024333,4,52.21
Ha412HOChr17,64246743,3,74.38
Ha412HOChr13,82490607,13,18.02
Ha412HOChr05,186107337,5,89.23
Ha412HOChr04,167255570,4,44.67
Ha412HOChr01,114161867,1,29.93
Ha412HOChr06,82515320,6,66.08
Ha412HOChr02,23772034,2,18.24
Ha412HOChr04,221142976,4,103.65
Ha412HOChr05,168545382,5,45.11
Ha412HOChr15,76437748,14,20.10
Ha412HOChr09,144521718,9,39.10
Ha412HOChr09,196749375,9,79.51
Ha412HOChr14,186354641,14,69.24
Ha412HOChr17,5936814,17,24.46
Ha412HOChr10,21367119,10,28.29
Ha412HOChr14,157194227,14,29.38
Ha412HOChr16,117797778,16,48.71
Ha412HOChr09,138749185,9,35.50
Ha412HOChr03,13223207,3,18.13
Ha412HOChr01,153236343,3,74.38
Ha412HOChr13,160522427,13,54.28
Ha412HOChr02,184271593,2,67.17
Ha412HOChr15,39757233,15,46.53
Ha412HOChr16,1747782,16,2.51
Ha412HOChr06,266307,6,0.00
Ha412HOChr03,154839221,3,64.87
Ha412HOChr16,138013947,8,67.06
Ha412HOChr08,175439590,8,67.06
Ha412HOChr13,7282730,13,6.33
Ha412HOChr08,112517150,8,61.05
Ha412HOChr11,26618615,11,39.97
Ha412HOChr09,147990030,9,42.16
Ha412HOChr09,171362357,9,47.95
Ha412HOChr13,152345002,13,53.19
Ha412HOChr12,12412646,12,34.18
Ha412HOChr01,141096447,1,44.67
Ha412HOChr01,136621278,1,37.46
Ha412HOChr09,167697027,9,46.09
Ha412HOChr06,67071631,6,65.09
Ha412HOChr07,137861556,7,18.46
Ha412HOChr06,12681365,6,37.68
Ha412HOChr14,118621433,14,13.32
Ha412HOChr01,156710834,11,96.44
Ha412HOChr14,184552539,14,62.58
Ha412HOChr07,3758317,7,3.06
Ha412HOChr06,82938953,6,66.08
Ha412HOChr03,166866592,3,74.38
Ha412HOChr06,72312666,6,65.53
Ha412HOChr14,111655863,14,10.38
Ha412HOChr13,43280467,13,7.54
Ha412HOChr08,23837093,8,35.17
Ha412HOChr04,52829324,4,39.32
Ha412HOChr17,170729517,17,57.99
Ha412HOChr11,26630670,11,39.97
Ha412HOChr01,126214890,1,32.44
Ha412HOChr12,7305637,12,17.37
Ha412HOChr16,137400882,12,61.05
Ha412HOChr04,178747489,4,46.53
Ha412HOChr10,7144198,10,13.43
Ha412HOChr02,145183473,2,27.85
Ha412HOChr12,173723322,12,61.05
Ha412HOChr17,4856115,17,22.17
Ha412HOChr08,79080946,8,49.26
Ha412HOChr10,188056673,10,77.54
Ha412HOChr06,86814952,6,66.08
Ha412HOChr07,128972442,7,15.29
Ha412HOChr10,10713593,10,19.44
Ha412HOChr10,36378839,10,35.39
Ha412HOChr01,109819369,1,29.27
Ha412HOChr15,33111581,15,41.72
Ha412HOChr13,86898563,13,25.78
Ha412HOChr17,1223156,17,0.00
Ha412HOChr04,191562641,4,50.02
Ha412HOChr15,123514207,15,72.52
Ha412HOChr12,44320023,12,47.95
Ha412HOChr16,212898920,16,93.05
Ha412HOChr12,12825513,12,35.06
Ha412HOChr05,164743379,5,43.69
Ha412HOChr09,135419283,9,33.20
Ha412HOChr01,143309266,1,47.84
Ha412HOChr09,122620553,9,26.21
Ha412HOChr06,13065564,6,39.43
Ha412HOChr01,88606582,1,25.78
Ha412HOChr15,61188772,15,53.84
Ha412HOChr07,157227900,7,62.69
Ha412HOChr11,188073771,11,66.73
Ha412HOChr02,62960895,2,24.79
Ha412HOChr14,151385219,14,27.63
Ha412HOChr11,10201124,4,94.58
Ha412HOChr09,191963545,9,67.28
Ha412HOChr03,108907114,3,29.93
Ha412HOChr12,8915012,12,5.90
Ha412HOChr02,160626197,2,32.98
Ha412HOChr10,190200774,10,85.84
Ha412HOChr10,13223820,10,23.48
Ha412HOChr02,25701801,2,20.53
Ha412HOChr01,7649243,1,10.16
Ha412HOChr14,149821383,14,27.09
Ha412HOChr15,148970500,15,75.58
Ha412HOChr15,40167391,15,46.53
Ha412HOChr07,160292241,7,69.68
Ha412HOChr14,1714615,14,0.00
Ha412HOChr03,109352491,10,22.17
Ha412HOChr06,90629738,6,66.84
Ha412HOChr07,132228771,7,17.04
Ha412HOChr06,102258535,6,67.28
Ha412HOChr05,11452713,5,23.04
Ha412HOChr04,212047102,4,60.94
Ha412HOChr04,197052000,4,52.21
Ha412HOChr10,180996474,10,54.61
Ha412HOChr02,9019347,4,1.20
Ha412HOChr07,133903161,7,18.02
Ha412HOChr05,141061624,5,36.70
Ha412HOChr04,673570,4,1.20
Ha412HOChr01,7868208,1,10.16
Ha412HOChr14,178262432,14,44.89
Ha412HOChr07,158974912,7,64.55
Ha412HOChr15,9906169,15,27.85
Ha412HOChr03,180735432,3,74.38
Ha412HOChr05,41250786,5,32.00
Ha412HOChr11,24026510,11,39.21
Ha412HOChr07,125685393,7,14.20
Ha412HOChr08,21181805,8,33.53
Ha412HOChr01,53267565,1,12.12
Ha412HOChr15,124642999,15,73.61
Ha412HOChr10,13638973,10,23.70
Ha412HOChr16,1166170,16,0.44
Ha412HOChr15,159920776,15,76.34
Ha412HOChr05,185062762,5,82.13
Ha412HOChr03,141163919,3,49.26
Ha412HOChr09,190299560,9,59.09
Ha412HOChr13,89988537,13,30.14
Ha412HOChr02,141388573,2,26.32
Ha412HOChr13,175391564,13,95.78
Ha412HOChr04,219495451,4,98.73
Ha412HOChr04,332981,4,2.29
Ha412HOChr09,77581463,13,50.79
Ha412HOChr11,45904874,12,53.52
Ha412HOChr10,161597370,10,40.30
Ha412HOChr02,122084453,2,25.23
Ha412HOChr13,8732791,13,6.66
Ha412HOChr02,14802499,13,7.54
Ha412HOChr11,11720209,11,33.53
Ha412HOChr09,51507482,9,22.39
Ha412HOChr12,21716779,13,7.54
Ha412HOChr12,61126165,12,50.46
Ha412HOChr10,9499358,10,17.58
Ha412HOChr04,31661992,13,7.54
Ha412HOChr13,40569086,13,7.54
Ha412HOChr01,147731323,1,52.42
Ha412HOChr11,25732009,11,39.65
Ha412HOChr04,208093691,4,59.52
Ha412HOChr10,853771,10,0.44
Ha412HOChr06,150854374,10,17.58
Ha412HOChr04,502767,4,2.51
Ha412HOChr09,171306604,9,47.95
Ha412HOChr11,152833040,5,6.88
Ha412HOChr06,89027579,6,66.08
Ha412HOChr04,199041198,4,54.06
Ha412HOChr15,10730960,15,30.25
Ha412HOChr14,187562456,14,72.74
Ha412HOChr10,32447394,10,34.62
Ha412HOChr01,4333317,1,8.63
Ha412HOChr11,979591,11,0.00
Ha412HOChr15,118211649,15,68.92
Ha412HOChr14,187766487,14,72.74
Ha412HOChr03,7101574,3,11.90
Ha412HOChr13,73372336,13,11.58
Ha412HOChr09,192707330,9,69.03
Ha412HOChr12,65678607,12,53.52
Ha412HOChr06,16185797,6,43.36
Ha412HOChr11,177963320,11,57.99
Ha412HOChr15,12864870,4,40.63
Ha412HOChr04,65525427,4,40.63
Ha412HOChr07,51349813,4,40.63
Ha412HOChr09,101615648,9,23.26
Ha412HOChr03,156338466,3,69.79
Ha412HOChr13,173734220,13,89.12
Ha412HOChr06,14740309,4,57.34
Ha412HOChr10,189216061,10,80.82
Ha412HOChr07,67659246,7,10.59
Ha412HOChr17,1346256,17,0.66
Ha412HOChr06,17944666,6,45.76
Ha412HOChr15,33087574,15,41.72
Ha412HOChr15,14420055,15,35.17
Ha412HOChr01,59890729,1,14.09
Ha412HOChr16,205638705,16,77.65
Ha412HOChr09,145525935,9,41.50
Ha412HOChr03,144787053,3,55.05
Ha412HOChr03,178135754,7,18.46
Ha412HOChr04,190756118,4,49.37
Ha412HOChr06,70652855,6,65.53
Ha412HOChr13,175343527,8,46.20
Ha412HOChr08,50605443,8,46.20
Ha412HOChr01,21705877,1,10.38
Ha412HOChr03,42457990,3,27.41
Ha412HOChr16,130072113,16,51.77
Ha412HOChr02,35769335,16,51.77
Ha412HOChr07,151052979,7,33.53
Ha412HOChr04,9802437,7,42.05
Ha412HOChr01,59891269,1,14.09
Ha412HOChr09,189862856,16,51.77
Ha412HOChr03,154442821,3,64.22
Ha412HOChr08,43285814,8,44.12
Ha412HOChr08,113791872,8,61.49
Ha412HOChr15,103106960,15,59.41
Ha412HOChr01,140256596,1,41.61
Ha412HOChr07,151564537,7,37.02
Ha412HOChr11,185295889,11,63.89
Ha412HOChr03,140002958,8,61.49
Ha412HOChr05,180845543,5,65.75
Ha412HOChr01,6849450,1,10.16
Ha412HOChr15,23733082,15,38.88
Ha412HOChr14,37340292,14,4.15
Ha412HOChr04,201570786,4,55.59
Ha412HOChr08,14152570,8,30.03
Ha412HOChr09,190222691,9,58.65
Ha412HOChr15,53854061,15,50.02
Ha412HOChr15,42856752,15,18.68
Ha412HOChr14,167119646,14,33.09
Ha412HOChr05,134723142,5,36.48
Ha412HOChr03,140008895,3,45.87
Ha412HOChr11,198709048,11,98.84
Ha412HOChr04,159530242,4,42.38
Ha412HOChr14,37340952,14,4.15
Ha412HOChr05,180838348,5,65.75
Ha412HOChr10,173825441,15,76.56
Ha412HOChr06,82779554,6,66.40
Ha412HOChr15,177376409,15,76.56
Ha412HOChr07,155894107,7,53.41
Ha412HOChr05,181622704,5,70.77
Ha412HOChr16,130867163,16,51.99
Ha412HOChr17,199385635,7,53.41
Ha412HOChr09,126472247,9,28.61
Ha412HOChr16,195736635,16,65.86
Ha412HOChr03,5283798,3,10.48
Ha412HOChr13,173703866,13,88.47
Ha412HOChr05,169961092,5,46.42
Ha412HOChr16,199277805,16,67.17
Ha412HOChr10,112900338,10,36.15
Ha412HOChr09,122623445,9,25.99
Ha412HOChr07,141812275,8,33.53
Ha412HOChr01,87767546,8,33.53
Ha412HOChr08,22077464,8,34.62
Ha412HOChr04,168692641,4,45.11
Ha412HOChr17,180175641,17,51.11
Ha412HOChr14,155916008,9,26.21
Ha412HOChr04,169617163,4,44.89
Ha412HOChr14,126378053,14,16.82
Ha412HOChr02,64876707,8,33.53
Ha412HOChr08,19061912,8,33.53
Ha412HOChr15,185027651,9,26.21
Ha412HOChr10,10623532,10,19.44
Ha412HOChr09,144489806,9,39.10
Ha412HOChr09,123719277,9,26.21
Ha412HOChr05,1780136,5,2.40
Ha412HOChr06,5805119,6,19.44
Ha412HOChr08,15528486,8,30.36
Ha412HOChr03,105825934,3,29.71
Ha412HOChr07,154065119,7,46.74
Ha412HOChr03,140144254,3,47.07
Ha412HOChr07,21892517,7,9.83
Ha412HOChr06,83661130,6,66.08
Ha412HOChr05,170106262,5,46.64
Ha412HOChr07,133960485,7,18.24
Ha412HOChr01,141105909,1,44.56
Ha412HOChr14,126631640,14,16.93
Ha412HOChr03,149775649,3,58.21
Ha412HOChr09,125187458,9,27.74
Ha412HOChr15,935619,15,0.22
Ha412HOChr15,163661511,15,76.34
Ha412HOChr10,186489732,10,68.26
Ha412HOChr03,139117837,3,44.78
Ha412HOChr09,131025313,9,31.45
Ha412HOChr13,174021500,13,90.43
Ha412HOChr03,157345475,3,70.88
Ha412HOChr11,728212,11,0.00
Ha412HOChr05,184957904,5,80.60
Ha412HOChr15,185026635,15,84.53
Ha412HOChr14,188702470,14,75.03
Ha412HOChr09,28025889,16,50.79
Ha412HOChr15,114232920,15,66.73
Ha412HOChr03,101823099,3,29.38
Ha412HOChr04,202238165,4,56.14
Ha412HOChr14,166738541,14,32.66
Ha412HOChr16,127141349,16,50.79
Ha412HOChr03,5282168,1,12.78
Ha412HOChr01,54164212,1,12.78
Ha412HOChr09,93439159,9,23.26
Ha412HOChr12,8789620,12,6.88
Ha412HOChr14,184945724,14,64.33
Ha412HOChr12,61674853,12,50.79
Ha412HOChr11,173495250,1,33.20
Ha412HOChr01,148745825,1,33.20
Ha412HOChr09,134124959,9,32.87
Ha412HOChr12,17861187,12,38.12
Ha412HOChr06,8793509,6,27.20
Ha412HOChr03,140145063,3,47.07
Ha412HOChr17,8620086,17,29.60
Ha412HOChr01,74932606,1,19.44
Ha412HOChr02,38145913,2,22.72
Ha412HOChr07,138311345,7,19.11
Ha412HOChr14,126375564,14,16.82
Ha412HOChr12,25395110,12,41.17
Ha412HOChr16,202299166,16,71.54
Ha412HOChr02,173882774,10,52.21
Ha412HOChr16,194824169,16,65.09
Ha412HOChr09,7686094,9,11.90
Ha412HOChr05,10868817,5,22.50
Ha412HOChr05,169947586,16,0.22
Ha412HOChr11,13810180,11,34.40
Ha412HOChr12,6185408,12,19.22
Ha412HOChr07,854187,7,0.00
Ha412HOChr06,16179532,6,43.36
Ha412HOChr14,142231330,14,23.26
Ha412HOChr16,120347991,16,48.93
Ha412HOChr11,39702190,5,70.77
Ha412HOChr05,181631038,5,70.77
Ha412HOChr17,49906162,14,14.31
Ha412HOChr10,33164058,10,35.06
Ha412HOChr16,9406257,16,28.51
Ha412HOChr13,167460228,13,72.19
Ha412HOChr08,128490429,8,64.44
Ha412HOChr14,185605812,14,65.97
Ha412HOChr03,175219301,3,73.94
Ha412HOChr03,177482253,3,74.38
Ha412HOChr08,40200398,8,43.80
Ha412HOChr01,113623757,1,29.71
Ha412HOChr16,201668080,16,71.43
Ha412HOChr03,177057590,3,74.38
Ha412HOChr10,32260556,10,34.40
Ha412HOChr04,184031974,4,46.31
Ha412HOChr05,144607818,5,38.01
Ha412HOChr04,67275320,4,40.96
Ha412HOChr01,53154445,1,12.12
Ha412HOChr15,9477234,15,26.32
Ha412HOChr08,11299532,8,26.87
Ha412HOChr02,38143978,2,22.72
Ha412HOChr10,32282698,10,34.40
Ha412HOChr01,33873366,1,10.38
Ha412HOChr04,190192369,4,49.37
Ha412HOChr08,110747084,8,60.51
Ha412HOChr14,121890794,14,14.09
Ha412HOChr02,18417925,2,14.42
Ha412HOChr01,2008300,1,2.51
Ha412HOChr11,26329234,11,39.97
Ha412HOChr14,186929056,14,70.77
Ha412HOChr08,123696389,8,63.78
Ha412HOChr04,200591051,4,54.94
Ha412HOChr09,105042281,9,23.81
Ha412HOChr07,100492055,7,10.16
Ha412HOChr11,50211211,11,45.87
Ha412HOChr02,60704812,2,25.01
Ha412HOChr02,102228244,2,25.01
Ha412HOChr16,128754828,16,46.85
Ha412HOChr04,9748120,4,24.79
Ha412HOChr17,3379065,17,7.75
Ha412HOChr16,56480759,16,47.07
Ha412HOChr10,118083281,11,20.64
Ha412HOChr11,7450160,11,20.64
Ha412HOChr05,144612109,5,38.01
Ha412HOChr15,39557834,15,46.53
Ha412HOChr01,102859045,10,12.12
Ha412HOChr08,26843127,8,39.43
Ha412HOChr04,185178041,4,47.51
Ha412HOChr12,3774696,12,29.49
Ha412HOChr12,19002815,12,38.99
Ha412HOChr01,94739831,15,64.33
Ha412HOChr17,58753610,10,32.44
Ha412HOChr16,164878669,15,64.33
Ha412HOChr14,6706386,14,1.75
Ha412HOChr14,123388578,14,15.07
Ha412HOChr12,19132602,12,39.43
Ha412HOChr11,10460349,11,29.82
Ha412HOChr09,7680779,9,11.90
Ha412HOChr07,154035644,15,64.33
Ha412HOChr14,154620641,14,28.29
Ha412HOChr16,194822061,16,65.09
Ha412HOChr10,156675137,10,40.08
Ha412HOChr09,159648407,9,45.54
Ha412HOChr03,168761886,3,74.60
Ha412HOChr13,8648336,13,6.66
Ha412HOChr07,93282762,7,10.59
Ha412HOChr01,6769178,1,10.16
Ha412HOChr09,74092838,9,23.26
Ha412HOChr13,65850537,13,8.19
Ha412HOChr17,11728620,17,34.51
Ha412HOChr05,144075343,16,80.38
Ha412HOChr16,163213491,16,57.99
Ha412HOChr05,169908489,5,46.20
Ha412HOChr04,190391847,4,49.37
Ha412HOChr17,4640577,17,15.84
Ha412HOChr09,41532728,13,22.61
Ha412HOChr01,1374097,1,1.86
Ha412HOChr15,149054581,15,75.58
Ha412HOChr09,105045517,9,23.81
Ha412HOChr03,162062780,3,73.72
Ha412HOChr15,10228210,3,74.38
Ha412HOChr08,49657572,8,46.42
Ha412HOChr03,172857686,3,74.38
Ha412HOChr06,11076032,6,31.13
Ha412HOChr06,41279428,6,59.85
Ha412HOChr01,53105524,1,12.12
Ha412HOChr01,2062782,1,2.51
Ha412HOChr08,86802848,8,51.66
Ha412HOChr17,7465238,17,27.41
Ha412HOChr10,1424116,10,1.31
Ha412HOChr05,14282230,5,26.76
Ha412HOChr09,137037208,9,34.51
Ha412HOChr01,45561288,1,10.81
Ha412HOChr09,191682544,9,64.98
Ha412HOChr15,64632353,15,55.59
Ha412HOChr08,96117907,8,56.47
Ha412HOChr12,66111547,12,53.52
Ha412HOChr09,172744976,9,51.55
Ha412HOChr09,148162408,9,23.26
Ha412HOChr14,121892307,14,14.09
Ha412HOChr06,51466934,6,63.02
Ha412HOChr14,183228744,8,49.69
Ha412HOChr04,3325885,4,13.22
Ha412HOChr04,207893997,4,59.63
Ha412HOChr04,221536482,4,104.08
Ha412HOChr01,5551618,1,8.96
Ha412HOChr03,142285042,11,70.77
Ha412HOChr04,57435960,4,39.32
Ha412HOChr03,173413543,3,74.38
Ha412HOChr03,154815022,3,64.44
Ha412HOChr14,104440064,14,8.85
Ha412HOChr08,174280094,8,66.19
Ha412HOChr13,163984377,13,54.72
Ha412HOChr01,7993039,1,10.16
Ha412HOChr06,66958784,6,65.09
Ha412HOChr04,197096578,4,52.42
Ha412HOChr14,187919196,13,86.72
Ha412HOChr11,189364360,11,74.27
Ha412HOChr06,34782941,6,58.21
Ha412HOChr06,99146348,6,67.28
Ha412HOChr14,152636297,14,27.96
Ha412HOChr03,1321863,3,0.00
Ha412HOChr12,72933340,12,54.83
Ha412HOChr12,64210920,12,52.64
Ha412HOChr12,28152336,12,42.27
Ha412HOChr13,5059890,13,5.79
Ha412HOChr16,999843,16,0.44
Ha412HOChr01,2272110,1,4.48
Ha412HOChr02,121756921,2,25.23
Ha412HOChr06,26499015,6,53.52
Ha412HOChr04,59362048,4,39.75
Ha412HOChr17,1216639,17,0.00
Ha412HOChr16,120349760,16,48.93
Ha412HOChr04,4798177,4,15.40
Ha412HOChr14,123150892,14,14.85
Ha412HOChr15,183033826,15,78.85
Ha412HOChr12,9784910,12,2.18
Ha412HOChr09,144541875,9,39.32
Ha412HOChr01,141768811,1,45.22
Ha412HOChr12,27984489,12,42.27
Ha412HOChr01,54159379,1,12.78
Ha412HOChr16,190683138,16,64.44
Ha412HOChr15,137687405,15,75.14
Ha412HOChr15,137507774,15,75.14
Ha412HOChr08,95349736,8,56.03
Ha412HOChr05,1743632,5,2.18
Ha412HOChr07,6277781,7,7.75
Ha412HOChr01,148620148,9,33.64
Ha412HOChr08,95337359,8,56.03
Ha412HOChr05,186108374,5,89.23
Ha412HOChr08,1616365,5,89.23
Ha412HOChr10,5423651,10,12.01
Ha412HOChr09,137038994,9,34.51
Ha412HOChr15,104985851,11,1.75
Ha412HOChr04,212279661,4,62.69
Ha412HOChr16,33536786,16,45.54
Ha412HOChr17,3398865,17,7.75
Ha412HOChr04,24044978,4,32.22
Ha412HOChr04,215184693,4,74.92
Ha412HOChr04,168306686,4,44.89
Ha412HOChr05,14280527,5,26.76
Ha412HOChr03,148359356,3,57.88
Ha412HOChr04,208090897,4,59.52
Ha412HOChr03,18203346,3,19.88
Ha412HOChr12,9781340,12,2.18
Ha412HOChr12,19134805,12,39.43
Ha412HOChr15,15873574,15,36.48
Ha412HOChr17,20347094,3,58.65
Ha412HOChr09,142665041,9,37.68
Ha412HOChr10,1524357,10,2.08
Ha412HOChr15,54679865,15,50.24
Ha412HOChr01,124843235,1,32.22
Ha412HOChr01,109806325,1,29.27
Ha412HOChr16,191522476,16,64.87
Ha412HOChr01,132820863,1,35.28
Ha412HOChr08,9146069,8,24.14
Ha412HOChr05,144824066,5,38.01
Ha412HOChr06,9366729,6,28.83
Ha412HOChr14,182781077,14,54.72
Ha412HOChr08,9376490,8,25.45
Ha412HOChr09,199665987,9,90.10
Ha412HOChr07,129218385,7,15.29
Ha412HOChr12,21685650,12,40.74
Ha412HOChr16,192878431,16,65.09
Ha412HOChr04,153392000,4,42.38
Ha412HOChr08,8632320,8,22.72
Ha412HOChr10,25211241,10,32.00
Ha412HOChr13,15500539,13,6.66
Ha412HOChr04,221533710,4,104.08
Ha412HOChr06,98515094,6,67.28
Ha412HOChr01,130501249,1,33.20
Ha412HOChr01,154275424,1,61.82
Ha412HOChr16,122822099,16,49.69
Ha412HOChr03,80284999,3,28.07
Ha412HOChr13,49951704,13,7.75
Ha412HOChr09,34049835,9,19.44
Ha412HOChr04,59042020,4,39.75
Ha412HOChr14,186135014,14,20.10
Ha412HOChr08,23411431,8,35.17
Ha412HOChr11,1575655,6,60.07
Ha412HOChr05,164746880,5,43.91
Ha412HOChr16,123914660,16,49.91
Ha412HOChr16,5654064,16,14.53
Ha412HOChr08,39464845,9,18.57
Ha412HOChr03,166470962,3,74.38
Ha412HOChr03,145921873,3,57.01
Ha412HOChr01,74219636,1,18.35
Ha412HOChr09,128077026,9,29.05
Ha412HOChr11,177977469,11,57.99
Ha412HOChr01,131608542,1,33.86
